media_object_id,timestamp,caption,comments,comments_count,media_type,media_url,like_count,engagement,impressions,reach,saved,video_views
,,,,,,,,Total number of likes and comments on the media object,Total number of times the media object has been seen,Total number of unique accounts that have seen the media object,Total number of unique accounts that have saved the media object,
17841922594041130,2014-11-10 22:47:02+00:00,"@CheeseGrotto on a crisp fall eve, in a Manhattan garden. #cheese #cheesegrotto #elegance  http://kck.st/1qnfB7U","{'data': [{'timestamp': '2014-11-11T00:20:51+0000', 'text': '@foodandwine', 'id': '17850626032041130'}]}",1,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10756015_338589502980226_1503532671_n.jpg?_nc_cat=111&_nc_oc=AQmJNXrHGwU811W13pNff1sPv-zF-9jAn11LGwPCcU0W28fLwOyuAKsW9kf9VHEqJxc&_nc_ht=scontent.xx&oh=19259663d526720bc1519e5c87b430f3&oe=5E194277,8,,,,,
17841735106041130,2014-11-10 22:52:51+00:00,"Our #cheesesafe is a beautiful, simple gift for that rustic #cheese lover we all know. @cheesegrotto @kickstarter http://kck.st/1qnfB7U",,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10735503_618352668271083_1047533195_n.jpg?_nc_cat=106&_nc_oc=AQlA7pPowGgRCeWCAV6Su6F8ohy1UMRUXviL9w9fdKOzfmcyfisiBD3xBRE981bSWfI&_nc_ht=scontent.xx&oh=f13343f5776772396dca3a81789261e2&oe=5E3DC831,6,,,,,
17843576941041130,2014-11-10 23:04:47+00:00,"This rich bloomy rind cheese was made in a @CheeseGrotto. It's raw cow's milk. I call it, The Lowing. #cheesegrotto #cheese #rawmilkcheese","{'data': [{'timestamp': '2016-09-09T03:22:34+0000', 'text': '👍', 'id': '17861617369041130'}, {'timestamp': '2015-04-16T18:31:28+0000', 'text': '#rawmilkcheese', 'id': '17850806581041130'}]}",2,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10810052_1545202172360410_1580294339_n.jpg?_nc_cat=101&_nc_oc=AQkgWOFSaV14WgnUT7CB_0kWuDTQgu2adDO8rksQjkuqFdnenw0yg0c0UzoEeLgf2Po&_nc_ht=scontent.xx&oh=498d95ac0743339939155b8803431ed3&oe=5E304069,10,,,,,
17841735103041130,2014-11-10 23:19:00+00:00,Our #cheesesafe with an awesome leather handle. The $75 pledge. @kickstarter http://kck.st/1qnfB7U,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10809761_298035320385867_319741194_n.jpg?_nc_cat=106&_nc_oc=AQkl2c4HVFZOD-Xid5dVMBLSX7-Utr28XcER6OFHh2bV8db5aL_FJolvJicDqzB4-Kg&_nc_ht=scontent.xx&oh=d73a2759eb4e0125b298c4043fa974e8&oe=5E336910,8,,,,,
17843576947041130,2014-11-10 23:43:33+00:00,"The goats want to know.....where's the @CheeseGrotto at? @Kickstarter, I say! http://kck.st/1qnfB7U #naturalcheeserocksdahouse",,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10756011_1517386618507793_75341919_n.jpg?_nc_cat=108&_nc_oc=AQnAY1JhqyceootwHxmw0ZfinlZ49cL89bDgP9acSt6o2ZY8qXOtd8CdN6kvAeOqac4&_nc_ht=scontent.xx&oh=25323ebdd30a56e0bdb92d26561fece3&oe=5E200BDA,1,,,,,
17841735109041130,2014-11-10 23:53:32+00:00,"This #cheesesaint is praying that you will be blessed with a #cheesesafe and a #cheesegrotto this coming New Year. @kickstarter 
http://kck.st/1qnfB7U","{'data': [{'timestamp': '2014-11-11T00:48:56+0000', 'text': 'I like cheese.', 'id': '17850626041041130'}, {'timestamp': '2014-11-10T23:57:06+0000', 'text': '@_emilyacosta', 'id': '17850626014041130'}, {'timestamp': '2014-11-10T23:56:58+0000', 'text': '@grilledcheesesocial', 'id': '17850626011041130'}]}",3,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10787994_761473660555003_1740894613_n.jpg?_nc_cat=105&_nc_oc=AQnz_fssDTnlKSgtGejvUf1-d8dFiMjuClXpAINmiHqm8S0nuwsIMi5rXcs-9zoMATM&_nc_ht=scontent.xx&oh=8be8e4407e05aeef0e6ce3ca1c887f21&oe=5E2949A2,9,,,,,
17843576956041130,2014-11-11 00:11:10+00:00,"A goat milk bloomy rind #cheese aged in a @CheeseGrotto. This one's called Tittle. Yum. @kickstarter @culturecheese @foodandwine
http://kck.st/1qnfB7U",,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/914474_271057889685349_321452422_n.jpg?_nc_cat=101&_nc_oc=AQm90uI_sMTw_l7gAenCaRFi9763c7QAhI56QojhoLpGt2ycOYVsreJlamgZvMF8seQ&_nc_ht=scontent.xx&oh=f0936aa48b547b987ace5e54982469f8&oe=5E2A96FF,8,,,,,
17843577055041130,2014-11-11 03:38:35+00:00,Here's an old memo I wrote as a promise to myself to pursue the @CheeseGrotto mission. Five years ago and still ringing true. @kickstarter http://kck.st/1qnfB7U,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10756013_730095087084228_1972775617_n.jpg?_nc_cat=108&_nc_oc=AQlTGzqOPnNyXcxLyGudubdCEt4Iqy39hu62r0EsV0ICCSObXjEpIzuTQI4HqX6EqfU&_nc_ht=scontent.xx&oh=d83b2423625dbc2b64705b78538458f6&oe=5E2BFCF1,5,,,,,
17843577316041130,2014-11-11 17:49:41+00:00,The pure white corian boards provide a striking contrast to this wedge of Fourme D'Ambert. @kickstarter http://kck.st/1qnfB7U #cheesegrotto,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10693246_358114571026279_1837281957_n.jpg?_nc_cat=100&_nc_oc=AQmTqxPTSXUkXX6QrRhei89oH9_s7K-cvpFwH6NwvfZYEcFjp24evcCUDS6UjJC3zcg&_nc_ht=scontent.xx&oh=2f1f05453eeba87a4986388f2633c572&oe=5E1F3E4D,4,,,,,
17843577418041130,2014-11-12 00:46:17+00:00,The @CheeseGrotto Kickstarter Party is happening. Get ready to eat cheese and talk #grottos! Cheesegrotto.brownpapertickets.com,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/925943_1487523288185023_548808372_n.jpg?_nc_cat=103&_nc_oc=AQkx8XRfSrg1E8EzYAC7yH2VmREMmfaluSNopyZcjoWoiDrTBCBFoOkRWHNahl3405U&_nc_ht=scontent.xx&oh=d21fa980f6a6e66952d9b894c507f231&oe=5E1ED3C4,7,,,,,
17843577589041130,2014-11-12 16:00:42+00:00,Who's ready for the mini cheese cave revolution?  @cheesegrotto @artisangeek @kickstarter http://kck.st/1qnfB7U,"{'data': [{'timestamp': '2014-11-12T16:57:42+0000', 'text': '@wizardofizzz The cheese is straight lounging', 'id': '17850627454041130'}, {'timestamp': '2014-11-12T16:43:49+0000', 'text': 'Makes me wanna eat cheese in a sauna', 'id': '17850627439041130'}]}",2,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10787877_786214381424673_1580242661_n.jpg?_nc_cat=106&_nc_oc=AQnujnvWvFCSUuMz9_FloeTxGARIOqrEEGZj3slPCEgsVt2OrUx4ruZpHb-UcHEbo18&_nc_ht=scontent.xx&oh=362df2d30cf89ffdb0e46490bdf8033e&oe=5E25FB5A,8,,,,,
17843578861041130,2014-11-16 00:56:05+00:00,This brisk Saturday eve calls for a cozy #cheesegrotto feast. @foodandwine @kickstarter http://kck.st/1qnfB7U,"{'data': [{'timestamp': '2014-11-16T01:00:01+0000', 'text': '@foodrepublic', 'id': '17850630733041130'}, {'timestamp': '2014-11-16T00:56:18+0000', 'text': '@designmilk', 'id': '17850630727041130'}]}",2,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10808862_323214674531524_750762798_n.jpg?_nc_cat=109&_nc_oc=AQmgRI-R-sLRe3QQ-4A6wa-IfBzu_i0UOnGDO9uwhRxdkKmYzPbHkYlM9182Mts8pks&_nc_ht=scontent.xx&oh=7dc98f672897d592e21b9eb583aa541c&oe=5E211D44,8,,,,,
17843580781041130,2014-11-21 17:49:37+00:00,This is tonight!! Come join us at 61 Local  cheesegrotto.brownpapertickets.com to learn more about our #revolutionary product while enjoying tasty #cheeses provided by our featured makers! Thank you to them and all of our Supporters thus far!! #party #brooklyn #wineandcheese #yum,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10723754_878393465504850_1836585583_n.jpg?_nc_cat=106&_nc_oc=AQliPoXYJX_KdkyZPLgCEYCnveUi90KS-fs68SlhkQ1rbYqfJ8kjJLdsiNsaS0ABxoI&_nc_ht=scontent.xx&oh=b4401daa8482b0d73aa86e65ddbf2a42&oe=5E39B424,9,,,,,
17843581360041130,2014-11-23 00:57:05+00:00,#cheesegrotto and #cheesesafe straight chillin on the kitchen counter after last night's partying #whoneedsafridge #cheeseisbetteratroomtemp @kickstarter,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10784887_1499432400339503_1722167063_n.jpg?_nc_cat=109&_nc_oc=AQkkwOeRquZcixnKnybJLuAdwrToUBBHf1iW8vDm6QQkNklcPHTq51kPgL-KDAaOqSA&_nc_ht=scontent.xx&oh=eae1eae47d936eca00ec09f8655b062b&oe=5E3B5899,9,,,,,
17843581612041130,2014-11-23 22:32:20+00:00,"baby's second outing. Where the #cheese goes, so does the #cheesegrotto @judsonmemorialchurch @cheesegrotto @abakismusic","{'data': [{'timestamp': '2014-11-23T23:29:28+0000', 'text': ""@noosea @kickstarter http:// kck.st/1qnfB7U it's the $250 reward level!  Spread the curd!"", 'id': '17850638281041130'}, {'timestamp': '2014-11-23T23:01:36+0000', 'text': 'How do we get this on the west coast?? @cheesegrotto', 'id': '17850638254041130'}]}",2,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10611168_869767009735190_140435543_n.jpg?_nc_cat=107&_nc_oc=AQltfa5mDa6adFBcdbxQxS-rqwRgyA3wp2DziygIkBFCkrabG2zXWXdle4IrBRFIztY&_nc_ht=scontent.xx&oh=3fa0e86c8d4d4d529543f8c412ab67d5&oe=5E1FEAA4,7,,,,,
17843583169041130,2014-11-29 01:19:35+00:00,Picture from last Friday's Kickstarter Party! What a feast of #cheese and other goodies! We have 5 DAYS to go on Kickstarter so PLEASE go MAKE a PLEDGE now before it's too late!!! http:/kck.st/1qnfB7U,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10802819_1509145912700204_1553553759_n.jpg?_nc_cat=102&_nc_oc=AQkYzxhe85CxF0uPh-D7hXeKghrUVs69OsF1EOSTZkcD2Db0dfjTgPbxkziZQ0tpxgw&_nc_ht=scontent.xx&oh=e4096be9c3cba31839016e779d59a7a1&oe=5E1E89E6,15,,,,,
17843583610041130,2014-11-30 19:49:22+00:00,Found this copy of #FrenchCheeses on the street today. Must be a #cheeseomen. Http://kck.st/1qnfB7U,,0,IMAGE,https://scontent.xx.fbcdn.net/v/t51.2885-15/10802757_1583201208567542_369828842_n.jpg?_nc_cat=107&_nc_oc=AQl5VB3loMlpuz_YpZL70vsEsLnbiJiWpsDXlghl_eEsgsJP_WJEowBgsQZucXXGHXk&_nc_ht=scontent.xx&oh=01b11177f2223bed2e10c1ee944a7576&oe=5E33ACF0,15,,,,,
